game_id,club_id,own_goals,own_position,own_manager_name,opponent_id,opponent_goals,opponent_position,opponent_manager_name,hosting,is_win
2225514,985,2,1.0,Sir Alex Ferguson,11,1,7.0,Arsène Wenger,Home,1
2225515,29,2,4.0,David Moyes,931,2,8.0,Martin Jol,Away,0
2225515,931,2,8.0,Martin Jol,29,2,4.0,David Moyes,Home,0
2225516,931,3,7.0,Martin Jol,1032,3,18.0,Brian McDermott,Away,0
2225516,1032,3,18.0,Brian McDermott,931,3,7.0,Martin Jol,Home,0
2225517,762,2,10.0,Alan Pardew,984,1,9.0,Steve Clarke,Home,1
2225517,984,1,9.0,Steve Clarke,762,2,10.0,Alan Pardew,Away,0
2225518,379,1,8.0,Sam Allardyce,1071,2,15.0,Roberto Martínez,Away,0
2225518,1071,2,15.0,Roberto Martínez,379,1,8.0,Sam Allardyce,Home,1
2225520,29,2,5.0,David Moyes,31,2,13.0,Brendan Rodgers,Home,0
2225520,31,2,13.0,Brendan Rodgers,29,2,5.0,David Moyes,Away,0
2225522,281,1,3.0,Roberto Mancini,2288,0,12.0,Michael Laudrup,Home,1
2225522,2288,0,12.0,Michael Laudrup,281,1,3.0,Roberto Mancini,Away,0
2225524,31,1,14.0,Brendan Rodgers,631,1,3.0,Roberto Di Matteo,Away,0
2225524,631,1,3.0,Roberto Di Matteo,31,1,14.0,Brendan Rodgers,Home,0
2225525,405,2,17.0,Paul Lambert,985,3,1.0,Sir Alex Ferguson,Home,0
2225525,985,3,1.0,Sir Alex Ferguson,405,2,17.0,Paul Lambert,Away,1
2225526,631,2,1.0,Roberto Di Matteo,985,3,2.0,Sir Alex Ferguson,Home,0
2225526,985,3,2.0,Sir Alex Ferguson,631,2,1.0,Roberto Di Matteo,Away,1
2225527,29,2,4.0,David Moyes,289,1,12.0,Martin O'Neill,Home,1
2225527,289,1,12.0,Martin O'Neill,29,2,4.0,David Moyes,Away,0
2225528,379,1,6.0,Sam Allardyce,762,0,10.0,Alan Pardew,Away,1
2225528,762,0,10.0,Alan Pardew,379,1,6.0,Sam Allardyce,Home,0
2225529,148,1,7.0,André Villas-Boas,281,2,2.0,Roberto Mancini,Away,0
2225529,281,2,2.0,Roberto Mancini,148,1,7.0,André Villas-Boas,Home,1
2225531,180,1,19.0,Nigel Adkins,2288,1,11.0,Michael Laudrup,Home,0
2225531,2288,1,11.0,Michael Laudrup,180,1,19.0,Nigel Adkins,Away,0
2225532,512,1,13.0,Tony Pulis,1039,0,20.0,Mark Hughes,Home,1
2225532,1039,0,20.0,Mark Hughes,512,1,13.0,Tony Pulis,Away,0
2225534,512,0,16.0,Tony Pulis,1123,1,15.0,Chris Hughton,Away,0
2225534,1123,1,15.0,Chris Hughton,512,0,16.0,Tony Pulis,Home,1
2225537,11,3,8.0,Arsène Wenger,931,3,9.0,Martin Jol,Home,0
2225537,931,3,9.0,Martin Jol,11,3,8.0,Arsène Wenger,Away,0
2225538,631,1,2.0,Roberto Di Matteo,2288,1,11.0,Michael Laudrup,Away,0
2225538,2288,1,11.0,Michael Laudrup,631,1,2.0,Roberto Di Matteo,Home,0
2225539,148,0,6.0,André Villas-Boas,1071,1,14.0,Roberto Martínez,Home,0
2225539,1071,1,14.0,Roberto Martínez,148,0,6.0,André Villas-Boas,Away,1
2225540,281,0,3.0,Roberto Mancini,379,0,9.0,Sam Allardyce,Away,0
2225540,379,0,9.0,Sam Allardyce,281,0,3.0,Roberto Mancini,Home,0
2225541,11,5,6.0,Arsène Wenger,148,2,8.0,André Villas-Boas,Home,1
2225541,148,2,8.0,André Villas-Boas,11,5,6.0,Arsène Wenger,Away,0
2225543,762,1,13.0,Alan Pardew,2288,2,10.0,Michael Laudrup,Home,0
2225543,2288,2,10.0,Michael Laudrup,762,1,13.0,Alan Pardew,Away,1
2225544,281,5,1.0,Roberto Mancini,405,0,18.0,Paul Lambert,Home,1
2225544,405,0,18.0,Paul Lambert,281,5,1.0,Roberto Mancini,Away,0
2225546,985,0,2.0,Sir Alex Ferguson,1123,1,14.0,Chris Hughton,Away,0
2225546,1123,1,14.0,Chris Hughton,985,0,2.0,Sir Alex Ferguson,Home,1
2225547,289,3,12.0,Martin O'Neill,931,1,9.0,Martin Jol,Away,1
2225547,931,1,9.0,Martin Jol,289,3,12.0,Martin O'Neill,Home,0
2225548,31,3,11.0,Brendan Rodgers,1071,0,16.0,Roberto Martínez,Home,1
2225548,1071,0,16.0,Roberto Martínez,31,3,11.0,Brendan Rodgers,Away,0
2225549,29,1,5.0,David Moyes,1123,1,14.0,Chris Hughton,Home,0
2225549,1123,1,14.0,Chris Hughton,29,1,5.0,David Moyes,Away,0
2225550,281,0,2.0,Roberto Mancini,631,0,4.0,Rafael Benítez,Away,0
2225550,631,0,4.0,Rafael Benítez,281,0,2.0,Roberto Mancini,Home,0
2225552,985,3,1.0,Sir Alex Ferguson,1039,1,20.0,Mark Bowen,Home,1
2225552,1039,1,20.0,Mark Bowen,985,3,1.0,Sir Alex Ferguson,Away,0
2225553,29,1,5.0,David Moyes,1032,2,17.0,Brian McDermott,Away,0
2225553,1032,2,17.0,Brian McDermott,29,1,5.0,David Moyes,Home,1
2225558,379,1,7.0,Sam Allardyce,512,1,15.0,Tony Pulis,Home,0
2225558,512,1,15.0,Tony Pulis,379,1,7.0,Sam Allardyce,Away,0
2225560,379,0,10.0,Sam Allardyce,985,1,1.0,Sir Alex Ferguson,Away,0
2225560,985,1,1.0,Sir Alex Ferguson,379,0,10.0,Sam Allardyce,Home,1
2225561,512,1,12.0,Tony Pulis,931,0,10.0,Martin Jol,Home,1
2225561,931,0,10.0,Martin Jol,512,1,12.0,Tony Pulis,Away,0
2225563,31,0,11.0,Brendan Rodgers,2288,0,9.0,Michael Laudrup,Away,0
2225563,2288,0,9.0,Michael Laudrup,31,0,11.0,Brendan Rodgers,Home,0
2225564,148,3,7.0,André Villas-Boas,379,1,8.0,Sam Allardyce,Home,1
2225564,379,1,8.0,Sam Allardyce,148,3,7.0,André Villas-Boas,Away,0
2225565,512,2,9.0,Tony Pulis,762,1,15.0,Alan Pardew,Home,1
2225565,762,1,15.0,Alan Pardew,512,2,9.0,Tony Pulis,Away,0
2225569,984,1,4.0,Steve Clarke,2288,3,8.0,Michael Laudrup,Away,0
2225569,2288,3,8.0,Michael Laudrup,984,1,4.0,Steve Clarke,Home,1
2225570,31,1,12.0,Brendan Rodgers,148,2,5.0,André Villas-Boas,Away,0
2225570,148,2,5.0,André Villas-Boas,31,1,12.0,Brendan Rodgers,Home,1
2225571,281,2,2.0,Roberto Mancini,1071,0,16.0,Roberto Martínez,Away,1
2225571,1071,0,16.0,Roberto Martínez,281,2,2.0,Roberto Mancini,Home,0
2225696,1032,0,19.0,Brian McDermott,1071,3,17.0,Roberto Martínez,Home,0
2225696,1071,3,17.0,Roberto Martínez,1032,0,19.0,Brian McDermott,Away,1
2225697,289,1,15.0,Martin O'Neill,984,2,7.0,Steve Clarke,Away,0
2225697,984,2,7.0,Steve Clarke,289,1,15.0,Martin O'Neill,Home,1
2225698,289,1,15.0,Martin O'Neill,1123,1,13.0,Chris Hughton,Home,0
2225698,1123,1,13.0,Chris Hughton,289,1,15.0,Martin O'Neill,Away,0
2225699,31,1,7.0,Brendan Rodgers,180,3,16.0,Mauricio Pochettino,Away,0
2225699,180,3,16.0,Mauricio Pochettino,31,1,7.0,Brendan Rodgers,Home,1
2225700,148,0,4.0,André Villas-Boas,931,1,10.0,Martin Jol,Home,0
2225700,931,1,10.0,Martin Jol,148,0,4.0,André Villas-Boas,Away,1
2225701,512,0,11.0,Tony Pulis,984,0,8.0,Steve Clarke,Home,0
2225701,984,0,8.0,Steve Clarke,512,0,11.0,Tony Pulis,Away,0
2225702,148,3,3.0,André Villas-Boas,379,2,14.0,Sam Allardyce,Away,1
2225702,379,2,14.0,Sam Allardyce,148,3,3.0,André Villas-Boas,Home,0
2225703,379,2,10.0,Sam Allardyce,985,2,1.0,Sir Alex Ferguson,Home,0
2225703,985,2,1.0,Sir Alex Ferguson,379,2,10.0,Sam Allardyce,Away,0
2225704,29,2,6.0,David Moyes,281,0,2.0,Roberto Mancini,Home,1
2225704,281,0,2.0,Roberto Mancini,29,2,6.0,David Moyes,Away,0
2225705,281,1,2.0,Roberto Mancini,405,0,18.0,Paul Lambert,Away,1
2225705,405,0,18.0,Paul Lambert,281,1,2.0,Roberto Mancini,Home,0
2225706,985,1,1.0,Sir Alex Ferguson,1032,0,19.0,Eamonn Dolan †,Home,1
2225706,1032,0,19.0,Eamonn Dolan †,985,1,1.0,Sir Alex Ferguson,Away,0
2225707,631,1,4.0,Rafael Benítez,984,0,9.0,Steve Clarke,Home,1
2225707,984,0,9.0,Steve Clarke,631,1,4.0,Rafael Benítez,Away,0
2225709,281,4,2.0,Roberto Mancini,762,0,15.0,Alan Pardew,Home,1
2225709,762,0,15.0,Alan Pardew,281,4,2.0,Roberto Mancini,Away,0
2225710,29,3,6.0,David Moyes,1032,1,19.0,Brian McDermott,Home,1
2225710,1032,1,19.0,Brian McDermott,29,3,6.0,David Moyes,Away,0
2225711,985,2,1.0,Sir Alex Ferguson,1039,0,20.0,Harry Redknapp,Away,1
2225711,1039,0,20.0,Harry Redknapp,985,2,1.0,Sir Alex Ferguson,Home,0
2225712,762,0,15.0,Alan Pardew,2288,1,8.0,Michael Laudrup,Away,0
2225712,2288,1,8.0,Michael Laudrup,762,0,15.0,Alan Pardew,Home,1
2225713,11,1,5.0,Arsène Wenger,148,2,3.0,André Villas-Boas,Away,0
2225713,148,2,3.0,André Villas-Boas,11,1,5.0,Arsène Wenger,Home,1
2225714,379,0,12.0,Sam Allardyce,631,2,3.0,Rafael Benítez,Away,0
2225714,631,2,3.0,Rafael Benítez,379,0,12.0,Sam Allardyce,Home,1
2225716,289,0,16.0,Martin O'Neill,985,1,1.0,Sir Alex Ferguson,Home,0
2225716,985,1,1.0,Sir Alex Ferguson,289,0,16.0,Martin O'Neill,Away,1
2225717,180,2,12.0,Mauricio Pochettino,631,1,3.0,Rafael Benítez,Home,1
2225717,631,1,3.0,Rafael Benítez,180,2,12.0,Mauricio Pochettino,Away,0
2225718,31,4,7.0,Brendan Rodgers,1071,0,17.0,Roberto Martínez,Away,1
2225718,1071,0,17.0,Roberto Martínez,31,4,7.0,Brendan Rodgers,Home,0
2225719,931,3,10.0,Martin Jol,1039,2,19.0,Harry Redknapp,Home,1
2225719,1039,2,19.0,Harry Redknapp,931,3,10.0,Martin Jol,Away,0
2225720,11,0,5.0,Arsène Wenger,29,0,6.0,David Moyes,Home,0
2225720,29,0,6.0,David Moyes,11,0,5.0,Arsène Wenger,Away,0
2225721,11,4,5.0,Arsène Wenger,1032,1,20.0,Nigel Adkins,Home,1
2225721,1032,1,20.0,Nigel Adkins,11,4,5.0,Arsène Wenger,Away,0
2225722,29,1,6.0,David Moyes,512,0,13.0,Tony Pulis,Home,1
2225722,512,0,13.0,Tony Pulis,29,1,6.0,David Moyes,Away,0
2225723,762,1,14.0,Alan Pardew,1071,2,18.0,Roberto Martínez,Away,0
2225723,1071,2,18.0,Roberto Martínez,762,1,14.0,Alan Pardew,Home,1
2225724,379,1,12.0,Sam Allardyce,512,0,11.0,Tony Pulis,Away,1
2225724,512,0,11.0,Tony Pulis,379,1,12.0,Sam Allardyce,Home,0
2225725,985,4,1.0,Sir Alex Ferguson,1123,0,13.0,Chris Hughton,Home,1
2225725,1123,0,13.0,Chris Hughton,985,4,1.0,Sir Alex Ferguson,Away,0
2225726,289,2,14.0,Martin O'Neill,931,2,10.0,Martin Jol,Home,0
2225726,931,2,10.0,Martin Jol,289,2,14.0,Martin O'Neill,Away,0
2225727,31,2,7.0,Brendan Rodgers,405,1,18.0,Paul Lambert,Away,1
2225727,405,1,18.0,Paul Lambert,31,2,7.0,Brendan Rodgers,Home,0
2225730,289,1,15.0,Martin O'Neill,1039,3,20.0,Harry Redknapp,Away,0
2225730,1039,3,20.0,Harry Redknapp,289,1,15.0,Martin O'Neill,Home,1
2225732,31,3,7.0,Brendan Rodgers,148,2,4.0,André Villas-Boas,Home,1
2225732,148,2,4.0,André Villas-Boas,31,3,7.0,Brendan Rodgers,Away,0
2225733,512,1,12.0,Tony Pulis,762,2,13.0,Alan Pardew,Away,0
2225733,762,2,13.0,Alan Pardew,512,1,12.0,Tony Pulis,Home,1
2225734,405,2,17.0,Paul Lambert,1032,1,19.0,Brian McDermott,Away,1
2225734,1032,1,19.0,Brian McDermott,405,2,17.0,Paul Lambert,Home,0
2225735,281,1,2.0,Roberto Mancini,1071,0,18.0,Roberto Martínez,Home,1
2225735,1071,0,18.0,Roberto Martínez,281,1,2.0,Roberto Mancini,Away,0
2225736,631,3,3.0,Rafael Benítez,931,0,11.0,Martin Jol,Away,1
2225736,931,0,11.0,Martin Jol,631,3,3.0,Rafael Benítez,Home,0
2225737,984,5,8.0,Steve Clarke,985,5,1.0,Sir Alex Ferguson,Home,0
2225737,985,5,1.0,Sir Alex Ferguson,984,5,8.0,Steve Clarke,Away,0
2225738,1071,1,17.0,Roberto Martínez,1123,0,14.0,Chris Hughton,Home,1
2225738,1123,0,14.0,Chris Hughton,1071,1,17.0,Roberto Martínez,Away,0
2225739,379,3,11.0,Sam Allardyce,984,1,8.0,Steve Clarke,Home,1
2225739,984,1,8.0,Steve Clarke,379,3,11.0,Sam Allardyce,Away,0
2225740,405,3,16.0,Paul Lambert,512,1,15.0,Tony Pulis,Away,1
2225740,512,1,15.0,Tony Pulis,405,3,16.0,Paul Lambert,Home,0
2225741,11,2,5.0,Arsène Wenger,984,1,8.0,Steve Clarke,Away,1
2225741,984,1,8.0,Steve Clarke,11,2,5.0,Arsène Wenger,Home,0
2225742,11,1,4.0,Arsène Wenger,762,0,16.0,Alan Pardew,Away,1
2225742,762,0,16.0,Alan Pardew,11,1,4.0,Arsène Wenger,Home,0
2225745,405,1,17.0,Paul Lambert,931,1,10.0,Martin Jol,Home,0
2225745,931,1,10.0,Martin Jol,405,1,17.0,Paul Lambert,Away,0
2225746,29,2,6.0,David Moyes,148,2,4.0,André Villas-Boas,Away,0
2225746,148,2,4.0,André Villas-Boas,29,2,6.0,David Moyes,Home,0
2225747,281,2,2.0,Brian Kidd,1123,3,11.0,Chris Hughton,Home,0
2225747,1123,3,11.0,Chris Hughton,281,2,2.0,Brian Kidd,Away,1
2225748,148,2,5.0,André Villas-Boas,631,2,3.0,Rafael Benítez,Away,0
2225748,631,2,3.0,Rafael Benítez,148,2,5.0,André Villas-Boas,Home,0
2225749,931,3,12.0,Martin Jol,2288,0,9.0,Michael Laudrup,Away,1
2225749,2288,0,9.0,Michael Laudrup,931,3,12.0,Martin Jol,Home,0
2225750,29,2,6.0,David Moyes,1039,0,19.0,Harry Redknapp,Home,1
2225750,1039,0,19.0,Harry Redknapp,29,2,6.0,David Moyes,Away,0
2225751,281,2,2.0,Brian Kidd,1032,0,19.0,Nigel Adkins,Away,1
2225751,1032,0,19.0,Nigel Adkins,281,2,2.0,Brian Kidd,Home,0
2225752,180,1,14.0,Mauricio Pochettino,512,1,13.0,Tony Pulis,Home,0
2225752,512,1,13.0,Tony Pulis,180,1,14.0,Mauricio Pochettino,Away,0
2225753,289,3,15.0,Paolo Di Canio,762,0,13.0,Alan Pardew,Away,1
2225753,762,0,13.0,Alan Pardew,289,3,15.0,Paolo Di Canio,Home,0
2225754,31,0,7.0,Brendan Rodgers,1032,0,20.0,Nigel Adkins,Away,0
2225754,1032,0,20.0,Nigel Adkins,31,0,7.0,Brendan Rodgers,Home,0
2225755,281,1,2.0,Roberto Mancini,984,0,9.0,Steve Clarke,Home,1
2225755,984,0,9.0,Steve Clarke,281,1,2.0,Roberto Mancini,Away,0
2225756,148,2,5.0,André Villas-Boas,512,1,11.0,Tony Pulis,Away,1
2225756,512,1,11.0,Tony Pulis,148,2,5.0,André Villas-Boas,Home,0
2225758,931,2,12.0,Martin Jol,1032,4,19.0,Nigel Adkins,Home,0
2225758,1032,4,19.0,Nigel Adkins,931,2,12.0,Martin Jol,Away,1
2225759,985,2,1.0,Sir Alex Ferguson,2288,1,9.0,Michael Laudrup,Home,1
2225759,2288,1,9.0,Michael Laudrup,985,2,1.0,Sir Alex Ferguson,Away,0
2225762,29,1,6.0,David Moyes,631,2,3.0,Rafael Benítez,Away,0
2225762,631,2,3.0,Rafael Benítez,29,1,6.0,David Moyes,Home,1
2225763,180,1,12.0,Mauricio Pochettino,379,1,11.0,Sam Allardyce,Home,0
2225763,379,1,11.0,Sam Allardyce,180,1,12.0,Mauricio Pochettino,Away,0
2225765,512,0,16.0,Tony Pulis,985,2,1.0,Sir Alex Ferguson,Home,0
2225765,985,2,1.0,Sir Alex Ferguson,512,0,16.0,Tony Pulis,Away,1
2225767,11,1,4.0,Arsène Wenger,931,0,11.0,Martin Jol,Away,1
2225767,931,0,11.0,Martin Jol,11,1,4.0,Arsène Wenger,Home,0
2225769,31,3,7.0,Brendan Rodgers,931,1,15.0,Martin Jol,Away,1
2225769,931,1,15.0,Martin Jol,31,3,7.0,Brendan Rodgers,Home,0
2225770,1071,2,18.0,Roberto Martínez,2288,3,8.0,Michael Laudrup,Home,0
2225770,2288,3,8.0,Michael Laudrup,1071,2,18.0,Roberto Martínez,Away,1
2225771,29,0,6.0,David Moyes,289,1,14.0,Paolo Di Canio,Away,0
2225771,289,1,14.0,Paolo Di Canio,29,0,6.0,David Moyes,Home,1
2225772,512,2,15.0,Tony Pulis,1039,0,19.0,Harry Redknapp,Away,1
2225772,1039,0,19.0,Harry Redknapp,512,2,15.0,Tony Pulis,Home,0
2225773,762,1,16.0,Alan Pardew,984,1,9.0,Steve Clarke,Away,0
2225773,984,1,9.0,Steve Clarke,762,1,16.0,Alan Pardew,Home,0
2225774,379,4,10.0,Sam Allardyce,1032,2,19.0,Nigel Adkins,Home,1
2225774,1032,2,19.0,Nigel Adkins,379,4,10.0,Sam Allardyce,Away,0
2225776,405,2,15.0,Paul Lambert,1071,2,18.0,Roberto Martínez,Away,0
2225776,1071,2,18.0,Roberto Martínez,405,2,15.0,Paul Lambert,Home,0
2225777,31,2,7.0,Brendan Rodgers,631,2,3.0,Rafael Benítez,Home,0
2225777,631,2,3.0,Rafael Benítez,31,2,7.0,Brendan Rodgers,Away,0
2225779,405,0,17.0,Paul Lambert,985,3,1.0,Sir Alex Ferguson,Away,0
2225779,985,3,1.0,Sir Alex Ferguson,405,0,17.0,Paul Lambert,Home,1
2225780,148,3,5.0,André Villas-Boas,281,1,2.0,Roberto Mancini,Home,1
2225780,281,1,2.0,Roberto Mancini,148,3,5.0,André Villas-Boas,Away,0
2225782,379,2,10.0,Sam Allardyce,1071,0,18.0,Roberto Martínez,Home,1
2225782,1071,0,18.0,Roberto Martínez,379,2,10.0,Sam Allardyce,Away,0
2225783,631,2,3.0,Rafael Benítez,2288,0,9.0,Michael Laudrup,Home,1
2225783,2288,0,9.0,Michael Laudrup,631,2,3.0,Rafael Benítez,Away,0
2225784,11,1,4.0,Arsène Wenger,985,1,1.0,Sir Alex Ferguson,Home,0
2225784,985,1,1.0,Sir Alex Ferguson,11,1,4.0,Arsène Wenger,Away,0
2225785,29,1,6.0,David Moyes,931,0,11.0,Martin Jol,Home,1
2225785,931,0,11.0,Martin Jol,29,1,6.0,David Moyes,Away,0
2225787,281,2,2.0,Roberto Mancini,379,1,10.0,Sam Allardyce,Home,1
2225787,379,1,10.0,Sam Allardyce,281,2,2.0,Roberto Mancini,Away,0
2225788,31,6,7.0,Brendan Rodgers,762,0,17.0,Alan Pardew,Away,1
2225788,762,0,17.0,Alan Pardew,31,6,7.0,Brendan Rodgers,Home,0
2225789,148,2,5.0,André Villas-Boas,1071,2,18.0,Roberto Martínez,Away,0
2225789,1071,2,18.0,Roberto Martínez,148,2,5.0,André Villas-Boas,Home,0
2225790,29,0,6.0,David Moyes,31,0,7.0,Brendan Rodgers,Away,0
2225790,31,0,7.0,Brendan Rodgers,29,0,6.0,David Moyes,Home,0
2225791,512,1,12.0,Tony Pulis,1123,0,14.0,Chris Hughton,Home,1
2225791,1123,0,14.0,Chris Hughton,512,1,12.0,Tony Pulis,Away,0
2225793,289,1,15.0,Paolo Di Canio,512,1,11.0,Tony Pulis,Home,0
2225793,512,1,11.0,Tony Pulis,289,1,15.0,Paolo Di Canio,Away,0
2225794,984,2,8.0,Steve Clarke,1071,3,18.0,Roberto Martínez,Home,0
2225794,1071,3,18.0,Roberto Martínez,984,2,8.0,Steve Clarke,Away,1
2225795,281,0,2.0,Roberto Mancini,2288,0,9.0,Michael Laudrup,Away,0
2225795,2288,0,9.0,Michael Laudrup,281,0,2.0,Roberto Mancini,Home,0
2225796,11,1,4.0,Arsène Wenger,1039,0,20.0,Harry Redknapp,Away,1
2225796,1039,0,20.0,Harry Redknapp,11,1,4.0,Arsène Wenger,Home,0
2225797,379,0,10.0,Sam Allardyce,762,0,17.0,Alan Pardew,Home,0
2225797,762,0,17.0,Alan Pardew,379,0,10.0,Sam Allardyce,Away,0
2225798,631,1,3.0,Rafael Benítez,985,0,1.0,Sir Alex Ferguson,Away,1
2225798,985,0,1.0,Sir Alex Ferguson,631,1,3.0,Rafael Benítez,Home,0
2225799,11,4,4.0,Arsène Wenger,1071,1,18.0,Roberto Martínez,Home,1
2225799,1071,1,18.0,Roberto Martínez,11,4,4.0,Arsène Wenger,Away,0
2225802,1039,1,19.0,Harry Redknapp,1071,1,18.0,Roberto Martínez,Home,0
2225802,1071,1,18.0,Roberto Martínez,1039,1,19.0,Harry Redknapp,Away,0
2225803,405,1,16.0,Paul Lambert,631,2,3.0,Rafael Benítez,Home,0
2225803,631,2,3.0,Rafael Benítez,405,1,16.0,Paul Lambert,Away,1
2225804,29,2,6.0,David Moyes,379,0,10.0,Sam Allardyce,Home,1
2225804,379,0,10.0,Sam Allardyce,29,2,6.0,David Moyes,Away,0
2225805,289,1,17.0,Paolo Di Canio,631,2,3.0,Rafael Benítez,Away,0
2225805,631,2,3.0,Rafael Benítez,289,1,17.0,Paolo Di Canio,Home,1
2225806,762,1,13.0,Alan Pardew,931,0,10.0,Martin Jol,Home,1
2225806,931,0,10.0,Martin Jol,762,1,13.0,Alan Pardew,Away,0
2225807,281,2,2.0,Roberto Mancini,985,1,1.0,Sir Alex Ferguson,Away,1
2225807,985,1,1.0,Sir Alex Ferguson,281,2,2.0,Roberto Mancini,Home,0
2225808,31,0,7.0,Brendan Rodgers,379,0,11.0,Sam Allardyce,Home,0
2225808,379,0,11.0,Sam Allardyce,31,0,7.0,Brendan Rodgers,Away,0
2227436,43,1,3.0,John McGlynn,903,1,12.0,Pat Fenlon,Away,0
2227436,903,1,12.0,Pat Fenlon,43,1,3.0,John McGlynn,Home,0
2227437,465,1,5.0,Danny Lennon,903,2,7.0,Pat Fenlon,Home,0
2227437,903,2,7.0,Pat Fenlon,465,1,5.0,Danny Lennon,Away,1
2227441,370,2,6.0,Craig Brown,2578,1,11.0,Steve Lomas,Away,1
2227441,2578,1,11.0,Steve Lomas,370,2,6.0,Craig Brown,Home,0
2227442,370,0,9.0,Craig Brown,2759,0,8.0,Derek Adams,Home,0
2227442,2759,0,8.0,Derek Adams,370,0,9.0,Craig Brown,Away,0
2227448,903,2,2.0,Pat Fenlon,2578,0,11.0,Steve Lomas,Home,1
2227448,2578,0,11.0,Steve Lomas,903,2,2.0,Pat Fenlon,Away,0
2227450,370,1,3.0,Craig Brown,1519,1,10.0,Peter Houston,Away,0
2227450,1519,1,10.0,Peter Houston,370,1,3.0,Craig Brown,Home,0
2227451,903,2,4.0,Pat Fenlon,2759,3,11.0,Derek Adams,Away,0
2227451,2759,3,11.0,Derek Adams,903,2,4.0,Pat Fenlon,Home,1
2227454,370,3,3.0,Craig Brown,2553,1,6.0,Kenny Shiels,Away,1
2227454,2553,1,6.0,Kenny Shiels,370,3,3.0,Craig Brown,Home,0
2227458,370,2,6.0,Craig Brown,903,1,5.0,Pat Fenlon,Home,1
2227458,903,1,5.0,Pat Fenlon,370,2,6.0,Craig Brown,Away,0
2227462,903,2,3.0,Pat Fenlon,2553,1,8.0,Kenny Shiels,Home,1
2227462,2553,1,8.0,Kenny Shiels,903,2,3.0,Pat Fenlon,Away,0
2227465,370,1,4.0,Craig Brown,2759,2,9.0,Derek Adams,Away,0
2227465,2759,2,9.0,Derek Adams,370,1,4.0,Craig Brown,Home,1
2227467,370,1,7.0,Craig Brown,2451,1,11.0,Terry Butcher,Away,0
2227467,2451,1,11.0,Terry Butcher,370,1,7.0,Craig Brown,Home,0
2227471,903,2,3.0,Pat Fenlon,2451,2,11.0,Terry Butcher,Home,0
2227471,2451,2,11.0,Terry Butcher,903,2,3.0,Pat Fenlon,Away,0
2227474,370,3,7.0,Craig Brown,987,3,2.0,Stuart McCall,Home,0
2227474,987,3,2.0,Stuart McCall,370,3,7.0,Craig Brown,Away,0
2227477,903,4,2.0,Pat Fenlon,987,0,9.0,Stuart McCall,Away,1
2227477,987,0,9.0,Stuart McCall,903,4,2.0,Pat Fenlon,Home,0
2227480,370,0,9.0,Craig Brown,465,0,6.0,Danny Lennon,Home,0
2227480,465,0,6.0,Danny Lennon,370,0,9.0,Craig Brown,Away,0
2227481,465,1,11.0,Danny Lennon,903,2,2.0,Pat Fenlon,Away,0
2227481,903,2,2.0,Pat Fenlon,465,1,11.0,Danny Lennon,Home,1
2227485,371,2,1.0,Neil Lennon,903,2,3.0,Pat Fenlon,Home,0
2227485,903,2,3.0,Pat Fenlon,371,2,1.0,Neil Lennon,Away,0
2227491,43,0,8.0,John McGlynn,903,0,4.0,Pat Fenlon,Home,0
2227491,903,0,4.0,Pat Fenlon,43,0,8.0,John McGlynn,Away,0
2227496,370,2,5.0,Craig Brown,1519,2,9.0,Peter Houston,Home,0
2227496,1519,2,9.0,Peter Houston,370,2,5.0,Craig Brown,Away,0
2227498,371,0,1.0,Neil Lennon,903,1,4.0,Pat Fenlon,Away,0
2227498,903,1,4.0,Pat Fenlon,371,0,1.0,Neil Lennon,Home,1
2227501,903,0,4.0,Pat Fenlon,2759,1,11.0,Derek Adams,Home,0
2227501,2759,1,11.0,Derek Adams,903,0,4.0,Pat Fenlon,Away,1
2227508,903,1,4.0,Pat Fenlon,2553,1,8.0,Kenny Shiels,Away,0
2227508,2553,1,8.0,Kenny Shiels,903,1,4.0,Pat Fenlon,Home,0
2227509,903,2,4.0,Pat Fenlon,987,3,2.0,Stuart McCall,Home,0
2227509,987,3,2.0,Stuart McCall,903,2,4.0,Pat Fenlon,Away,1
2227517,903,0,4.0,Pat Fenlon,2451,3,2.0,Terry Butcher,Away,0
2227517,2451,3,2.0,Terry Butcher,903,0,4.0,Pat Fenlon,Home,1
2227524,903,1,2.0,Pat Fenlon,2578,0,6.0,Steve Lomas,Away,1
2227524,2578,0,6.0,Steve Lomas,903,1,2.0,Pat Fenlon,Home,0
2227529,370,1,2.0,Craig Brown,903,0,3.0,Pat Fenlon,Away,1
2227529,903,0,3.0,Pat Fenlon,370,1,2.0,Craig Brown,Home,0
2227534,903,2,2.0,Pat Fenlon,1519,1,8.0,Peter Houston,Home,1
2227534,1519,1,8.0,Peter Houston,903,2,2.0,Pat Fenlon,Away,0
2227541,903,1,6.0,Pat Fenlon,987,4,2.0,Stuart McCall,Away,0
2227541,987,4,2.0,Stuart McCall,903,1,6.0,Pat Fenlon,Home,1
2227544,370,0,9.0,Craig Brown,2759,1,4.0,Derek Adams,Home,0
2227544,2759,1,4.0,Derek Adams,370,0,9.0,Craig Brown,Away,1
2227545,903,2,6.0,Pat Fenlon,2553,2,7.0,Kenny Shiels,Home,0
2227545,2553,2,7.0,Kenny Shiels,903,2,6.0,Pat Fenlon,Away,0
2227547,370,1,8.0,Craig Brown,2553,1,7.0,Kenny Shiels,Away,0
